"first_name","last_name","hire_date"
"Kagan","Hellwagner","5/27/86"
"Xudong","Tchuente","5/4/86"
"Aloys","Danlos","8/18/86"
"Tsz","Worfolk","7/26/86"
"Naraig","Klerer","6/2/86"
"Faiza","Gyorkos","8/9/86"
"Shiv","Basart","6/11/86"
"Tsz","Junot","4/6/86"
"Sivanarayana","Zedlitz","7/5/86"
"Filipp","Zlotek","1/12/86"
"Augustine","Picaronny","1/4/86"
"Nalini","Tomescu","11/14/86"
"Mahmut","Baek","7/8/86"
"Rafols","Erdmenger","10/22/86"
"Marc","Riesenhuber","9/3/86"
"Danai","Hooghiemstra","9/12/86"
"Basim","Mitzlaff","6/10/86"
"Mario","Saoudi","9/20/86"
"Tetsurou","Gladwell","6/21/86"
"Tsvetan","Peir","7/6/86"
"Remko","Streit","8/15/86"
"Eberhardt","Emmart","7/2/86"
"Muzhong","Conde","2/16/86"
"Yuqun","Braunschweig","9/30/86"
"Unal","Zaumen","4/29/86"
"Luigi","Otillio","4/8/86"
"Baoqiu","Etalle","5/22/86"
"Billie","Flasterstein","7/21/86"
"Jongsuk","Takanami","8/19/86"
"Niclas","Kuszyk","5/21/86"
"Akhilish","Olano","2/3/86"
"Zsolt","Setia","2/15/86"
"Nobuyoshi","Rassart","2/25/86"
"Masaru","Passino","1/11/86"
"Mooi","Falco","3/3/86"
"Mohan","Burnard","2/18/86"
"Howell","Schurmann","12/17/86"
"Arfst","Pehl","8/3/86"
"Masako","Zlotek","7/15/86"
"Beshir","Clemencon","5/8/86"
"Denny","Suermann","2/28/86"
"Erzsebet","Khalid","3/20/86"
"JoAnna","Farrar","6/24/86"
"Duro","Terkki","6/11/86"
"Amstein","Gide","3/22/86"
"Janalee","Tagansky","9/26/86"
"Pranjal","Waterhouse","8/25/86"
"Arnould","Chaudhury","11/24/86"
"Krassimir","Beilner","5/20/86"
"Arup","Perfilyeva","5/2/86"
"Rayond","Kisuki","12/14/86"
"Harjit","Shihab","5/3/86"
"Xiping","Strehl","3/31/86"
"Roselyn","Haraldson","7/5/86"
"Jiang","Peha","5/28/86"
"Gunilla","Brendel","1/9/86"
"Yonghong","Porenta","10/13/86"
"Hidekazu","Denos","4/16/86"
"Elrique","Neimat","6/9/86"
"Fumitake","Rohrbach","2/6/86"
"Mahendra","Stafford","10/20/86"
"Rosalie","Osgood","12/12/86"
"Felicidad","Schmittgen","2/27/86"
"Nigel","Chimia","8/9/86"
"Kerhong","Morton","11/1/86"
"Nigel","Zaiane","1/24/86"
"Mario","Plotkin","7/22/86"
"Chenye","Alpay","6/6/86"
"Yannik","Cmelik","1/27/86"
"Saeed","Warwick","11/1/86"
"Deniz","Ghazalie","9/8/86"
"Goh","Jiang","3/19/86"
"Heon","Quittner","3/28/86"
"Jaques","Gammage","8/27/86"
"Yunming","Swab","6/11/86"
"Indrajit","Birdsall","7/13/86"
"Toshiko","Ramaiah","1/14/86"
"Amalendu","Swift","7/19/86"
"Salvador","Serov","2/28/86"
"Shunichi","Menyhert","5/20/86"
"Sanjay","Rassart","2/9/86"
"Elliott","Takanami","3/6/86"
"Diederik","Krogh","12/27/86"
"Danco","Swiler","4/28/86"
"Ferdinand","Hebert","8/25/86"
"Janche","Desikan","6/9/86"
"Emdad","Staudhammer","7/18/86"
"Lakshmi","Hebden","6/16/86"
"Huei","Hegner","3/10/86"
"Tsz","Greibach","10/1/86"
"Xinyu","Mahnke","11/20/86"
"Volkmar","Welham","1/11/86"
"Froduald","Danecki","12/10/86"
"Arnd","Plump","9/7/86"
"Sungwon","Gecseg","2/7/86"
"Roselyn","Samarati","7/27/86"
"Adamantios","Escriba","9/9/86"
"Sanjiv","Reeken","3/9/86"
"Chenye","Bach","7/27/86"
"Gil","Winter","5/28/86"
"Irena","Nivat","7/6/86"
"Udaiprakash","Chinal","8/5/86"
"Surveyors","Simmen","1/6/86"
"Nevin","McAlpine","12/21/86"
"Izaskun","Guenter","4/24/86"
"Poorav","Gubsky","6/13/86"
"Fayez","Schicker","1/17/86"
"Collette","Narlikar","3/12/86"
"Uwe","Riefers","11/8/86"
"Ramalingam","Ishibashi","2/14/86"
"Francesca","Michaeli","4/6/86"
"Xuedong","Shobatake","11/3/86"
"Hironoby","Gniady","1/13/86"
"Shaw","Auria","7/23/86"
"Taiji","Krychniak","3/14/86"
"Zorica","Siepmann","12/3/86"
"Haldun","Bharadwaj","7/12/86"
"Jahangir","Cangellaris","12/6/86"
"Jouko","Spinelli","1/26/86"
"Jiakeng","Cyre","11/6/86"
"Renny","Laurillard","5/10/86"
"Kwun","Fujisaki","6/28/86"
"Willard","Bresenham","5/10/86"
"Gao","Erdi","7/23/86"
"Satyanarayana","Yemenis","6/21/86"
"Sanjiv","Bugrara","9/6/86"
"Marl","Nannarelli","5/8/86"
"Shietung","Constantine","9/3/86"
"Muzhong","Clouatre","11/11/86"
"Martina","Benner","7/9/86"
"Sakthirel","Caine","9/10/86"
"Baoqiu","Picci","4/1/86"
"Shahab","Lally","8/4/86"
"Dulce","Whitcomb","9/9/86"
"Jinxi","Roisin","10/7/86"
"Seongbin","Felcyn","10/22/86"
"Tommaso","Braunmuhl","10/5/86"
"Ottavia","Hoogerwoord","3/8/86"
"Krisda","Reghbati","12/30/86"
"Fan","Hinsberger","7/31/86"
"Youngkon","Alvarado","6/2/86"
"Akeno","Dusink","1/25/86"
"Zeljko","Ghalwash","6/4/86"
"Qingxiang","Aamodt","3/5/86"
"Noritoshi","Perez","8/9/86"
"Yifei","Muhlberg","4/30/86"
"Fan","Cincotta","12/3/86"
"Bernardo","Provine","12/5/86"
"Zorica","Slutz","8/6/86"
"Weicheng","Osgood","7/11/86"
"Radhika","Kusakabe","5/31/86"
"Almudena","Harnett","3/9/86"
"Surveyors","Nivat","9/10/86"
"Aloys","Braccini","12/14/86"
"Uta","Vrecion","6/22/86"
"Yechiam","Osgood","8/20/86"
"Guiseppe","Akazan","4/22/86"
"Herbert","Itzigehl","6/23/86"
"Mokhtar","Willoner","3/28/86"
"Pasqua","Beetstra","10/7/86"
"Tesuya","Baezner","10/19/86"
"Xiaobin","Azuma","3/2/86"
"Rildo","Masada","5/8/86"
"Mircea","Rathonyi","3/15/86"
"Luise","Murrill","6/12/86"
"Renee","Jenevein","9/25/86"
"Gully","Zambonelli","6/25/86"
"Pranjal","Dolinsky","5/2/86"
"Theirry","Zirintsis","9/17/86"
"Heeju","Karunanithi","7/27/86"
"Gunilla","Uhrig","6/16/86"
"Moie","Constantine","11/19/86"
"Franziska","Linares","1/3/86"
"Alejandra","Nitto","6/2/86"
"Teunis","Birta","4/7/86"
"Zvonko","Valiente","9/13/86"
"Piyush","Talmor","8/17/86"
"Adib","Siprelle","11/10/86"
"Alenka","Mungall","5/21/86"
"Shichao","Percebois","11/11/86"
"Mandell","Kamber","12/17/86"
"Radoslaw","Kossowski","12/6/86"
"Mara","Taubman","1/24/86"
"Jasminko","Berztiss","3/13/86"
"Krister","Engelmann","8/21/86"
"Turgut","Bardell","1/18/86"
"Tesuro","Kandlur","1/6/86"
"Kauko","Kowalchuk","5/8/86"
"Jackson","Norsworthy","7/11/86"
"Djenana","Peak","3/4/86"
"Lenore","Limongiello","12/21/86"
"Mohua","Sifakis","10/16/86"
"Berto","Greibach","5/13/86"
"Genevieve","Siprelle","7/18/86"
"Lijie","Gihr","4/4/86"
"Gilbert","Millington","12/18/86"
"Fai","Waleschkowski","2/25/86"
"Mahmut","Gyorkos","6/15/86"
"Wayne","Feldmann","11/13/86"
"Yunming","Androutsos","1/22/86"
"Koldo","Krybus","8/15/86"
"Rafols","Melton","1/16/86"
"Hisao","Ghandeharizadeh","3/24/86"
"Teruyuki","Kroll","5/28/86"
"Jinya","Garigliano","8/17/86"
"Turgut","Honiden","6/30/86"
"Dmitri","Perin","12/26/86"
"Gregory","Pena","10/6/86"
"Ohad","Bernick","11/7/86"
"Jaewon","Baba","4/10/86"
"Serap","Shumilov","2/11/86"
"Arra","Beetstra","1/3/86"
"Aram","Slutz","9/21/86"
"Chinho","Beeson","5/24/86"
"Marc","Pehl","6/20/86"
"Parke","Laventhal","1/12/86"
"Marsal","Pusterhofer","5/26/86"
"Berry","Coney","7/26/86"
"Niteen","Ghazalie","1/28/86"
"Aram","Menhoudj","6/16/86"
"Mang","Klassen","6/24/86"
"Fay","Thisen","4/20/86"
"Ingmar","Stassinopoulos","9/22/86"
"Weiwu","Yurov","10/13/86"
"Moti","Penttonen","8/8/86"
"Mario","Matzat","2/28/86"
"Shmuel","Stanger","7/25/86"
"Claude","Rosar","7/4/86"
"Koldo","Kumaresan","12/26/86"
"Elvia","Chenney","9/10/86"
"Shooichi","Vandervoorde","7/21/86"
"Yuping","Nations","12/19/86"
"Hatim","Arlazarov","10/16/86"
"Aria","Businaro","10/29/86"
"Sukumar","Danner","9/25/86"
"Horward","Morrin","3/10/86"
"Kwangyoen","Scharstein","2/20/86"
"Rildo","Luders","12/30/86"
"Ortrun","Mitina","4/1/86"
"Christophe","Munos","1/31/86"
"Mostafa","Aloisi","2/13/86"
"Shan","Bergere","9/20/86"
"Visit","Jonsson","2/6/86"
"Conrado","Emmart","5/14/86"
"Akeno","Lienhardt","10/27/86"
"Shigehito","Rahimi","3/17/86"
"Dekang","Tsukuda","2/28/86"
"Candida","Fiebach","9/17/86"
"Juichirou","Vendrig","6/14/86"
"Jacqueline","Ramalingam","12/13/86"
"Remzi","Glowinski","3/25/86"
"Gadiel","Brender","10/9/86"
"Gadiel","Ghelli","8/18/86"
"Otilia","Nanard","3/18/86"
"Zine","Randt","12/5/86"
"Matk","Leslie","12/23/86"
"Masasuke","Backhouse","12/15/86"
"Sachem","Kaltofen","2/12/86"
"Aamer","Gurbaxani","9/8/86"
"Miquel","Perz","6/5/86"
"Sibyl","Miara","4/12/86"
"Carrsten","Sadowsky","10/23/86"
"Bogdan","Horswill","10/8/86"
"Franziska","Pesch","9/16/86"
"Marek","Ozery","6/28/86"
"Maha","Goodrum","11/18/86"
"Mana","Sooriamurthi","12/7/86"
"Jamaludin","Stanfel","4/22/86"
"Bingning","McClurg","10/30/86"
"Hirochika","Baba","1/10/86"
"Mani","Candan","10/29/86"
"Mayumi","Francisci","2/10/86"
"Miomir","Rosen","9/13/86"
"Ishfaq","Stavenow","5/23/86"
"Hatim","Srimani","11/25/86"
"Tonny","Highland","2/22/86"
"Hitofumi","Grandbois","8/4/86"
"Guttorm","Pettit","4/23/86"
"Angel","Pauthner","6/18/86"
"Jinpo","Preusig","11/19/86"
"Shuichi","Luby","7/15/86"
"Ronghao","Straney","4/26/86"
"Chinhyun","Peek","10/23/86"
"Arno","Schaap","1/29/86"
"Weiyi","Chappelet","9/13/86"
"Kankanahalli","Begiun","7/19/86"
"Nalini","Kossowski","5/10/86"
"Susanna","Munck","4/8/86"
"Chenyi","Keirsey","5/25/86"
"Qunsheng","Huttel","1/29/86"
"Satosi","Einsfeld","2/17/86"
"Palash","Chenney","6/2/86"
"Vugranam","Baja","11/12/86"
"Masamitsu","McDermid","9/25/86"
"Adamantios","Oaver","11/6/86"
"Fumiya","Aloia","10/20/86"
"Goa","Budinsky","4/6/86"
"Niclas","Veeraraghavan","11/2/86"
"Kwun","Kamber","4/5/86"
"Pasqua","Hoogerwoord","12/8/86"
"Hatsukazu","Sluis","5/22/86"
"Mariangiola","Gilg","6/30/86"
"Aimee","Rissanen","6/4/86"
"Marie","Michaels","1/25/86"
"Greger","Rathonyi","11/16/86"
"Goa","Nitto","4/11/86"
"Alejandro","Marrevee","10/5/86"
"LiMin","Haddadi","4/3/86"
"Sahrah","Dayang","11/11/86"
"Monique","Cyne","5/26/86"
"Shen","Birsak","2/21/86"
"Masato","Carrera","12/25/86"
"Yahiko","Anick","4/3/86"
"Weiyi","Rahier","2/11/86"
"Sadun","Encarnacion","4/17/86"
"Arch","Lorch","8/9/86"
"Valter","Sudbeck","4/14/86"
"Eldridge","Michaeli","5/23/86"
"Panayotis","Wiegley","2/24/86"
"Huai","Vecchio","2/1/86"
"Bartek","Benaini","6/10/86"
"Kwangyoen","Matzov","8/26/86"
"Deborah","Vesna","12/6/86"
"Valter","Lorcy","5/24/86"
"Saniya","Lovengreen","8/2/86"
"Taisook","Backhouse","12/20/86"
"Moti","Waschkowski","7/13/86"
"Danny","Klassen","10/11/86"
"Kwangyoen","Katalagarianos","3/20/86"
"Remmert","Lanteri","6/1/86"
"Herb","Rikino","11/18/86"
"Luigi","Mondadori","3/21/86"
"Barna","Kumaresan","7/7/86"
"Youngkon","Zwicker","1/15/86"
"Fumino","Bade","5/5/86"
"Junsik","Giaccio","5/21/86"
"Tran","Narwekar","6/10/86"
"Toshimori","Dratva","1/12/86"
"Shalesh","Mitsuhashi","11/22/86"
"Dung","Anguita","5/19/86"
"Leon","Delgrande","4/10/86"
"Subhash","Steinauer","4/30/86"
"Valeri","Lammel","1/16/86"
"Neven","Chelton","12/12/86"
"Martien","Improta","3/9/86"
"JoAnna","Staelin","2/2/86"
"Berhard","Schoegge","9/21/86"
"Saeed","Hatcliff","4/24/86"
"Visit","Mansanne","1/23/86"
"Yucel","Genther","10/8/86"
"Kish","Talmon","12/23/86"
"Breannda","Kroft","9/3/86"
"Debaprosad","Beetstra","12/5/86"
"Sedat","Ginesta","10/5/86"
"Mart","Lamparter","2/1/86"
"Vivian","Kakkad","6/15/86"
"Padma","Rodite","7/13/86"
"Conal","Baig","7/14/86"
"Jaewoo","Birrer","7/24/86"
"Florina","Maierhofer","4/26/86"
"Jungsoon","Oaver","3/27/86"
"Haldon","Vuskovic","8/27/86"
"Zissis","Leonhardt","11/14/86"
"Inderjeet","Hofman","8/30/86"
"Mechthild","Hedayat","6/10/86"
"Doohun","Anandan","9/26/86"
"Guther","Lowrie","9/24/86"
"Shushma","Tetzlaff","6/25/86"
"Aloys","Sambasivam","7/2/86"
"Honesty","Bresenham","8/24/86"
"Otilia","Hanratty","11/20/86"
"Parviz","Perko","6/7/86"
"Serif","Encarnacion","3/31/86"
"Susumu","Msuda","10/19/86"
"Kazunori","Perz","8/28/86"
"Hidekazu","Henders","9/23/86"
"Kish","Orlowska","7/8/86"
"Nidapan","Skafidas","6/1/86"
"Nalini","Skogmar","6/11/86"
"Horward","Khasidashvili","9/16/86"
"Rafael","Jervis","1/11/86"
"Fuqing","Pelz","1/6/86"
"Vishwani","Kavraki","5/12/86"
"Susuma","Vanwelkenhuysen","1/26/86"
"Ziva","Pero","3/17/86"
"Nobuyoshi","Mitchem","12/30/86"
"Muzhong","Sommen","3/26/86"
"Nakhoon","Buescher","7/28/86"
"Zvonko","Cannata","8/13/86"
"Arup","Hardjono","8/4/86"
"Soenke","Janetzko","4/14/86"
"Shigeo","Randt","9/10/86"
"Hitomi","Bruckman","10/10/86"
"Deniz","Leslie","5/28/86"
"Martial","Rindone","5/18/86"
"Muneo","Comyn","8/1/86"
"Bluma","Swiss","9/5/86"
"Vishv","Plavsic","10/18/86"
"Annemarie","Gilg","5/9/86"
"Subhankar","Morton","8/12/86"
"Xinglin","Chleq","4/4/86"
"Radhia","Dechter","5/13/86"
"Khue","Cools","3/13/86"
"Sastry","Delaune","2/5/86"
"Juichirou","Lindqvist","6/18/86"
"Aran","Katzenelson","12/26/86"
"Shaleah","Oxman","5/7/86"
"Siddarth","Kabayashi","9/13/86"
"Xiaocheng","Katzenelson","8/8/86"
"Charlene","Parhami","9/5/86"
"Mona","Kaiser","1/16/86"
"Nechama","Nyrup","6/1/86"
"Cristinel","Streng","10/27/86"
"Hidefumi","Christianini","5/21/86"
"Fusako","Rothenberg","5/15/86"
"Akemi","Champarnaud","4/30/86"
"Kristen","Cronin","9/8/86"
"Zine","Slobodova","9/3/86"
"Nidapan","Samarati","3/6/86"
"Reinhard","Thisen","9/11/86"
"Xiaoheng","Carrere","9/11/86"
"Youpyo","Cannata","3/26/86"
"Inderjeet","Denna","3/17/86"
"Collette","Sommer","4/23/86"
"Ottavia","Serra","11/28/86"
"Genevieve","Kadhim","4/23/86"
"Premal","Nilsson","7/1/86"
"Yongmin","Gecsei","9/12/86"
"Xinan","Etalle","3/14/86"
"Souichi","Merle","6/1/86"
"Zhiguo","Kirkerud","3/14/86"
"Remmert","Eldridge","1/9/86"
"Chinhyun","Knightly","7/7/86"
"Adib","Brattka","3/3/86"
"Parke","Uhrig","12/30/86"
"Kenroku","Kohling","9/23/86"
"Mahmut","Templeman","12/24/86"
"Fumiyo","Vakili","7/20/86"
"Georgi","Stille","10/12/86"
"Gretta","Deyuan","10/24/86"
"Oksana","Dredge","10/30/86"
"Sajjad","Conte","5/9/86"
"Hitomi","Kaelbling","10/7/86"
"Yucel","Sewelson","12/15/86"
"Selwyn","Unno","1/27/86"
"Froduald","Dulin","4/26/86"
"Adas","Kawashima","8/21/86"
"Atreye","Bellone","2/19/86"
"Uli","Pearson","3/25/86"
"Divine","Beznosov","9/30/86"
"Tadahiro","Gyimothy","2/11/86"
"Sibyl","Fasbender","11/5/86"
"Arra","Chiodo","1/17/86"
"Yucai","Litzler","8/26/86"
"Alejandra","Luce","1/1/86"
"Ziva","Cincotta","12/26/86"
"KayLiang","Ranze","7/14/86"
"Seongbin","Linnainmaa","11/24/86"
"Clyde","Cochrane","5/1/86"
"Shichao","Garrabrants","8/4/86"
"Zhensheng","Khasidashvili","7/17/86"
"Moni","Gaughan","12/24/86"
"Shooichi","Marciano","12/5/86"
"Chinho","Hebert","12/31/86"
"Erzsebet","Decleir","8/23/86"
"Susumu","Godskesen","5/6/86"
"Shalesh","Bahl","6/4/86"
"Zine","Unno","8/13/86"
"Froduald","Maginnis","12/20/86"
"Irena","Lubachevsky","2/22/86"
"Sedat","Wolniewicz","2/16/86"
"Mari","Honglei","5/26/86"
"Richara","McDermid","7/11/86"
"Slavian","Glinert","10/25/86"
"Aran","Zwicker","2/3/86"
"Lansing","Docker","1/4/86"
"Huei","Peyn","10/7/86"
"Douadi","Atrawala","3/6/86"
"Xiaocheng","Dalphin","3/5/86"
"Eric","Fioravanti","12/12/86"
"Navin","Gewali","5/25/86"
"Alassane","Hockney","11/19/86"
"Saddek","Mateescu","1/23/86"
"Zvonko","Viele","9/3/86"
"Licheng","Preusig","6/23/86"
"Divier","Tsunoo","9/28/86"
"JoAnne","Syang","6/23/86"
"Atreye","Penz","1/18/86"
"Pohua","Lambe","8/8/86"
"Brigham","Swab","9/8/86"
"Yishay","Hofting","4/14/86"
"IEEE","Lorys","11/16/86"
"Bilhanan","Wrigley","3/28/86"
"Zhensheng","Auria","3/29/86"
"Gian","Gimbel","5/5/86"
"Masami","Beausoleil","12/2/86"
"Chirstian","Straney","6/22/86"
"Tse","Ecklund","11/4/86"
"Raimond","Rebaine","4/2/86"
"Lakshmi","Frijda","11/10/86"
"Toshimori","Furudate","1/12/86"
"Chikako","Birge","10/6/86"
"Aleksandar","Gargeya","1/17/86"
"Martina","Benveniste","8/14/86"
"Jungsoon","Ranze","9/5/86"
"Lena","Papastamatiou","2/19/86"
"Lidong","Ranft","9/24/86"
"Spyrose","Vickson","4/7/86"
"Tooru","Swiss","8/11/86"
"Uma","Ciolek","11/3/86"
"Billie","Conde","9/24/86"
"Aram","Perelgut","6/22/86"
"Keiichiro","Suessmith","12/10/86"
"Danny","Panienski","7/27/86"
"Odysseas","Gien","2/21/86"
"Margareta","Back","7/20/86"
"Kaijung","Otillio","11/13/86"
"Arno","Kandlur","4/14/86"
"Aiman","Syang","2/1/86"
"Francoise","Kropf","3/17/86"
"Hideyuki","Uhrik","5/17/86"
"Shim","Gist","12/10/86"
"Aruna","Perz","11/19/86"
"Rutger","Snedden","4/5/86"
"Chikara","Kusakabe","4/18/86"
"Waiman","Schwartzburd","11/21/86"
"Perry","Gluchowski","10/15/86"
"Giap","Flasterstein","2/22/86"
"Mana","Papastamatiou","2/17/86"
"Arunachalam","Schiettecatte","1/6/86"
"Gaetan","Thibadeau","2/3/86"
"Shugo","Nitto","5/17/86"
"Padma","Kalafatis","5/24/86"
"Jinxi","Maierhofer","2/25/86"
"Aiman","Monarch","5/30/86"
"Franziska","Gini","7/23/86"
"Sarita","Yavatkar","1/30/86"
"Chuanyi","Staelin","3/24/86"
"Sudharsan","Schnabel","3/31/86"
"Morris","Bahr","1/24/86"
"Manibrata","Serna","8/29/86"
"Siamak","Marrevee","5/9/86"
"Toshiki","Navazio","7/8/86"
"Chinho","Rodier","8/18/86"
"Feixiong","Baba","2/4/86"
"Maya","Azumi","6/9/86"
"Takahira","Keustermans","6/17/86"
"Piyawadee","Picci","2/7/86"
"Fei","Matzel","11/12/86"
"Mayuri","Griswold","11/28/86"
"Gianluca","Lamma","12/27/86"
"Ewing","Kalafatis","4/24/86"
"Guoxiang","Iisaku","1/27/86"
"Danae","Grospietsch","8/18/86"
"Yechiam","Streng","8/6/86"
"Amabile","Kornyak","8/12/86"
"Zhiwei","Hartvigsen","9/27/86"
"Huai","Shumilov","4/19/86"
"Ziya","Schlegelmilch","11/18/86"
"Shimshon","Aingworth","4/13/86"
"Mads","Madeira","12/25/86"
"Shahar","Binkley","4/27/86"
"Aksel","Kossowski","2/20/86"
"Pintsang","Zobel","12/10/86"
"Pranay","Baer","8/3/86"
"Xiadong","Benveniste","7/4/86"
"Toney","Awdeh","7/21/86"
"Dmitri","Gide","8/1/86"
"Lubomir","Lowrie","12/12/86"
"Youjian","Hofmeyr","1/22/86"
"Kwangjo","Viele","9/3/86"
"Elvis","Krogh","11/17/86"
"Aris","Crouzet","9/22/86"
"Khosrow","Rabehasaina","9/2/86"
"Yuchang","Kohling","7/26/86"
"Radhia","Schach","1/29/86"
"Nahla","Luan","5/5/86"
"Pranav","Varker","8/23/86"
"Kyoichi","Barbanera","4/29/86"
"Kasidit","Eiron","10/17/86"
"Saeko","Mondadori","4/13/86"
"Pohua","Itzfeldt","1/31/86"
"Erez","Casperson","3/3/86"
"Akeel","Ritcey","5/18/86"
"Ulises","dAstous","8/1/86"
"Adly","VanScheik","7/31/86"
"Dhritiman","Thombley","9/3/86"
"Shai","Bashian","5/21/86"
"Weiyi","Shimshoni","3/24/86"
"Ioana","Morton","9/28/86"
"Salvador","Leuchs","6/6/86"
"Waiman","Manderick","6/2/86"
"Yishay","Selvestrel","1/4/86"
"Moty","Badache","1/19/86"
"Nishit","Bernardeschi","10/12/86"
"Naraig","Porotnikoff","5/9/86"
"Kazuhiko","Chvatal","4/4/86"
"Hideyuki","Leppanen","1/14/86"
"Toong","Munro","8/31/86"
"Fei","Ananiadou","12/27/86"
"Jayson","Syang","10/7/86"
"Boriana","Grandbois","9/23/86"
"Honglan","Menhardt","12/8/86"
"Yonghong","Klassen","12/12/86"
"Piyawadee","Nooteboom","7/29/86"
"Ymte","Keohane","12/16/86"
"Sanjai","Nitta","6/19/86"
"Leaf","Heijenga","4/25/86"
"Yishay","Erni","5/6/86"
"Goo","Pintelas","8/24/86"
"Huican","Baca","6/1/86"
"Honglan","Heering","2/24/86"
"Tran","Hambrick","9/29/86"
"Narain","Mikschl","5/8/86"
"Hauke","Weedman","8/9/86"
"Gritta","Uhrig","3/6/86"
"Jaana","Kaminger","12/10/86"
"Vishu","Baumann","11/18/86"
"Baoqiu","Valiente","6/13/86"
"Vugranam","Pagter","7/23/86"
"Pradeep","Minakawa","4/1/86"
"Moon","Radivojevic","4/22/86"
"Aran","Kleiser","5/28/86"
"Aimee","Rissanen","7/17/86"
"Garnet","Thorensen","9/29/86"
"Pohua","Beznosov","9/7/86"
"Basil","Barvinok","3/19/86"
"Jeanna","Berztiss","7/2/86"
"Zejun","Ladret","8/10/86"
"Aiichiro","Panienski","7/6/86"
"Munenori","Trogemann","8/29/86"
"Supot","Peck","12/15/86"
"Aleksandar","Verhoeff","8/19/86"
"Margo","Ishibashi","3/20/86"
"Nevio","Beznosov","11/24/86"
"Alain","Wossner","3/25/86"
"Gonzalo","Gischer","3/2/86"
"Fumiyo","Doering","10/3/86"
"Elvis","Borovoy","3/19/86"
"Karoline","Vecchi","8/3/86"
"Seongbae","Jullig","11/16/86"
"Rance","Viele","4/27/86"
"Mario","Pehl","4/7/86"
"Xiahua","Keustermans","6/26/86"
"Marlo","Armand","5/24/86"
"Cordelia","Decleir","9/27/86"
"Subhankar","Zallocco","7/7/86"
"Sven","Kolinko","3/20/86"
"Jongsuk","Cappelli","11/22/86"
"Bojan","Reistad","8/30/86"
"Mitchel","Fujisaki","6/2/86"
"Kazuhito","Gerteisen","1/18/86"
"Hyuncheol","Tsunoo","8/1/86"
"Sadok","Granlund","11/8/86"
"Eran","Streng","3/20/86"
"Sivanarayana","Jervis","7/28/86"
"Mariangiola","Mandelberg","2/8/86"
"Idoia","Kavraki","11/22/86"
"Miyeon","Atrawala","10/8/86"
"Giap","Perna","11/7/86"
"Hiroyasu","Roohalamini","11/24/86"
"Chenxi","Budinsky","3/31/86"
"Ayonca","Kilgour","9/25/86"
"Venkatesan","Fadgyas","9/17/86"
"Amabile","Kavanagh","12/26/86"
"Maria","Picht","3/21/86"
"Shuichi","Bernardeschi","4/5/86"
"Kien","Christ","8/5/86"
"Constantijn","Munoz","12/24/86"
"Geoff","Eastman","5/25/86"
"Tokuyasu","Rosch","3/18/86"
"Godehard","Walston","11/5/86"
"Akhilish","Khasidashvili","11/26/86"
"Arie","Chinen","8/8/86"
"Magdalena","Ramsak","6/24/86"
"Moni","Schach","7/4/86"
"Kwan","Schwartzbauer","6/2/86"
"Roselyn","Albarhamtoshy","1/18/86"
"Dinah","Sridhar","7/3/86"
"Pantung","Erez","11/18/86"
"Arup","Chenney","2/26/86"
"Gonzalo","Solovay","4/5/86"
"Thodoros","Fujisaki","3/22/86"
"Ziyad","Emmerich","8/18/86"
"Val","Solovay","5/28/86"
"Naftaly","Roisin","10/29/86"
"Gunilla","Chiola","6/9/86"
"Zdislav","Chappelet","7/14/86"
"Tonny","Bail","4/2/86"
"Petter","Antonisse","3/1/86"
"Kristina","Kroha","12/12/86"
"Gay","Gill","12/21/86"
"Atreyi","Goldhammer","12/29/86"
"Gou","Schiper","12/5/86"
"Hyuncheol","Bultermann","3/6/86"
"Tze","Linnainmaa","11/5/86"
"Sachar","Demeyer","11/5/86"
"Kiam","Asrin","10/23/86"
"Manu","Angelopoulos","11/5/86"
"Guozhong","Heering","12/13/86"
"Marco","Skrikant","2/27/86"
"Nishit","Argence","10/3/86"
"Mabry","Kulisch","11/11/86"
"Georgy","Kilgour","11/1/86"
"Seongbae","Delgrande","9/1/86"
"Zdislav","Danlos","12/12/86"
"Elliott","Morrey","11/28/86"
"Bernt","Babb","5/31/86"
"Mohammed","Radhakrishnan","4/5/86"
"Danae","Biran","2/21/86"
"Peternela","Suessmith","1/11/86"
"Makato","Stifter","11/2/86"
"Sreenivas","Gajiwala","10/13/86"
"Adhemar","Pelz","3/31/86"
"Rosli","Kirkerud","3/9/86"
"Nigel","Casley","2/13/86"
"Pohua","Munoz","11/4/86"
"Yefim","Ertl","3/6/86"
"Radhika","Solares","10/19/86"
"Nevio","Flasterstein","9/8/86"
"Ziyad","Szemeredi","8/4/86"
"Danil","Macedo","8/25/86"
"Jeong","Lamba","4/22/86"
"Sajjad","Wynblatt","5/3/86"
"Kayoko","Ranai","5/13/86"
"Izaskun","Yeung","7/22/86"
"Mori","Griswold","11/1/86"
"Ferdinand","Herbst","3/20/86"
"Tommaso","Stanfel","7/27/86"
"Aran","Madeira","2/2/86"
"Akemi","Pesch","7/23/86"
"Siddarth","Rehfuss","7/20/86"
"Susumu","Salvesen","10/8/86"
"Odysseas","Stafford","4/6/86"
"Shmuel","Krider","1/9/86"
"Eben","Jiafu","8/25/86"
"Aamer","Tchuente","8/18/86"
"Serenella","Thiria","8/19/86"
"Ebru","Back","5/1/86"
"Xianlong","Speek","9/4/86"
"Gay","Kalloufi","6/10/86"
